"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","X.1","Hospital_Cumulative","IC_Intake_Proven_Cumsum","ic_intake_nice"
2022-04-27,0,1,0,0,76,42,18219,1214,5036,12570,199,1,0,5018,180,NA,95917,18014,5
2022-04-28,4,0,0,0,75,43,18225,1166,5037,12578,200,4,0,5026,180,NA,95991,18020,6
2022-04-29,0,4,0,0,66,40,18227,1151,5038,12582,205,4,0,5022,177,NA,96048,18025,2
2022-05-02,4,0,1,0,72,40,18242,1115,5042,12593,199,4,1,5021,176,NA,96182,18041,15
2022-05-03,5,1,0,0,70,40,18245,1104,5045,12601,196,6,0,5026,177,NA,96249,18045,3
2022-05-04,2,0,0,0,59,36,18250,1033,5047,12609,198,2,0,5018,179,NA,96274,18047,5
2022-05-06,1,3,0,0,52,38,18257,1008,5053,12610,203,4,0,5018,178,NA,96354,18053,7
2022-05-09,4,1,1,0,52,35,18266,960,5056,12623,200,5,1,5018,179,NA,96468,18064,9
2022-05-10,3,0,0,0,55,33,18280,941,5057,12638,194,3,0,5022,182,NA,96549,18075,14
2022-05-11,4,1,0,0,57,33,18289,900,5059,12644,194,5,0,5018,181,NA,96594,18081,9
2022-05-12,0,0,0,0,52,32,18287,871,5060,12648,190,0,0,5032,181,NA,96635,18082,0
2022-05-13,1,4,0,0,55,31,18291,857,5061,12653,189,5,0,5035,183,NA,96671,18083,4
2022-05-16,2,2,1,0,52,28,18297,858,5065,12661,187,4,1,5052,184,NA,96785,18090,6
2022-05-17,2,0,0,0,43,24,18296,836,5066,12667,183,2,0,5038,180,NA,96823,18093,0
2022-05-18,1,1,0,0,45,26,18297,841,5067,12670,178,2,0,5051,180,NA,96869,18094,1
2022-05-19,5,3,0,1,42,26,18301,824,5070,12679,175,8,1,5048,181,NA,96908,18098,4
2022-05-20,3,0,1,0,38,22,18302,805,5070,12684,172,3,1,5051,179,NA,96944,18100,1
2022-05-23,2,3,1,0,34,24,18307,783,5075,12689,173,5,1,5065,180,NA,97024,18104,5
2022-05-24,2,0,1,0,39,26,18317,779,5075,12693,174,2,1,5069,179,NA,97067,18112,10
2022-05-25,2,3,0,0,39,27,18318,765,5075,12695,172,5,0,5073,182,NA,97101,18113,1
2022-05-27,0,0,0,0,34,24,18319,744,5077,12700,169,0,0,5066,180,NA,97126,18113,1
2022-05-30,2,4,0,0,34,20,18325,736,5080,12711,164,6,0,5078,181,NA,97224,18122,6
2022-05-31,1,1,1,0,36,21,18325,726,5080,12708,162,2,1,5073,182,NA,97249,18122,0
2022-06-01,0,2,1,0,37,21,18329,720,5082,12713,162,2,1,5077,181,NA,97268,18123,4
2022-06-02,4,1,0,0,35,23,18332,707,5083,12715,163,5,0,5081,182,NA,97291,18127,3
2022-06-03,1,3,0,0,34,24,18333,708,5084,12718,164,4,0,5087,181,NA,97318,18129,1
2022-06-07,3,1,2,0,39,26,18347,727,5088,12748,137,4,2,5099,185,NA,97437,18141,14
2022-06-08,0,3,0,0,34,23,18348,738,5088,12753,139,3,0,5107,184,NA,97480,18140,1
2022-06-09,4,0,1,0,34,23,18352,735,5089,12753,140,4,1,5114,183,NA,97531,18146,4
2022-06-10,2,1,2,0,32,22,18353,733,5089,12755,140,3,2,5114,182,NA,97560,18146,1
2022-06-13,3,1,0,0,33,22,18357,792,5091,12755,140,4,0,5117,181,NA,97713,18152,4
2022-06-14,6,8,2,0,39,28,18366,816,5090,12759,142,14,2,5141,183,NA,97786,18160,9
2022-06-15,2,0,0,0,38,26,18368,813,5092,12759,144,2,0,5139,184,NA,97823,18163,2
2022-06-16,1,0,0,0,36,25,18369,826,5092,12763,142,1,0,5146,184,NA,97888,18165,1
2022-06-17,2,1,0,0,35,22,18379,823,5095,12778,135,3,0,5142,184,NA,97943,18172,10
2022-06-20,3,1,0,0,40,25,18388,903,5097,12776,137,4,0,5151,186,NA,98138,18181,9
2022-06-21,10,1,1,1,41,25,18395,927,5098,12781,139,11,2,5150,187,NA,98225,18186,7
2022-06-22,6,0,2,0,44,28,18401,916,5100,12783,138,6,2,5146,186,NA,98291,18194,6
2022-06-23,6,2,0,0,39,28,18406,911,5104,12788,140,8,0,5153,185,NA,98371,18197,5
2022-06-24,4,3,0,0,41,30,18411,921,5104,12789,144,7,0,5159,186,NA,98437,18203,5
2022-06-27,7,0,1,0,46,31,18424,1013,5109,12790,145,7,1,5164,185,NA,98679,18216,13
2022-06-28,4,1,0,0,47,28,18429,1061,5109,12796,143,5,0,5172,185,NA,98826,18221,5
2022-06-29,3,2,1,0,46,27,18430,1046,5111,12794,145,5,1,5168,184,NA,98892,18224,1
2022-06-30,14,1,1,0,50,29,18438,1073,5112,12801,142,15,1,5176,183,NA,99007,18233,8
2022-07-01,5,1,0,0,47,27,18444,1107,5112,12800,148,6,0,5179,183,NA,99111,18238,6
2022-07-04,5,4,3,0,49,28,18455,1162,5114,12813,144,9,3,5193,186,NA,99358,18248,11
2022-07-05,7,0,1,0,45,28,18459,1179,5117,12816,143,7,1,5189,184,NA,99466,18255,4
2022-07-06,4,4,1,0,46,30,18462,1163,5119,12820,142,8,1,5192,183,NA,99549,18257,3
2022-07-07,9,2,0,1,46,29,18472,1228,5120,12822,148,11,1,5203,188,NA,99725,18263,10
2022-07-08,7,3,1,0,43,26,18478,1187,5120,12831,147,10,1,5201,188,NA,99817,18269,6
2022-07-11,13,0,3,0,55,32,18505,1297,5126,12837,151,13,3,5209,187,NA,100101,18295,27
2022-07-12,8,1,1,0,54,31,18509,1217,5129,12847,143,9,1,5191,185,NA,100240,18303,4
2022-07-13,7,1,1,1,55,29,18517,1257,5131,12851,145,8,2,5192,188,NA,100381,18309,8
2022-07-14,10,0,2,0,60,33,18527,1296,5133,12858,142,10,2,5187,188,NA,100573,18319,10
2022-07-15,7,3,0,0,55,31,18530,1280,5134,12860,143,10,0,5190,186,NA,100712,18324,3
2022-07-18,13,3,0,1,54,36,18544,1308,5138,12867,148,16,1,5192,187,NA,100962,18335,14
2022-07-19,10,0,1,0,51,33,18553,1286,5139,12881,145,10,1,5176,186,NA,101129,18345,9
2022-07-20,9,2,0,0,50,35,18560,1271,5141,12891,140,11,0,5186,188,NA,101267,18347,7
2022-07-21,9,2,2,0,50,35,18568,1295,5141,12893,146,11,2,5203,190,NA,101401,18355,8
2022-07-22,6,2,2,1,53,38,18571,1309,5142,12894,147,8,3,5198,190,NA,101506,18362,3
2022-07-25,8,0,1,0,56,38,18595,1263,5145,12898,159,8,1,5200,187,NA,101730,18384,24
2022-07-26,10,0,0,0,61,38,18603,1299,5145,12902,157,10,0,5204,191,NA,101899,18391,8
2022-07-27,7,1,1,0,64,38,18613,1271,5147,12905,157,8,1,5201,189,NA,102083,18396,10
2022-07-28,4,4,0,0,60,38,18619,1264,5152,12908,162,8,0,5206,190,NA,102219,18405,6
2022-07-29,6,0,1,0,56,35,18618,1224,5152,12922,153,6,1,5207,190,NA,102275,18407,0
2022-08-01,7,1,1,1,55,37,18633,1189,5155,12931,157,8,2,5216,191,NA,102472,18417,15
2022-08-02,2,1,0,0,58,37,18644,1157,5156,12938,156,3,0,5212,187,NA,102616,18432,11
2022-08-03,4,0,1,0,56,35,18652,1132,5157,12944,157,4,1,5212,187,NA,102690,18440,8
2022-08-04,8,4,1,0,54,31,18659,1112,5158,12948,160,12,1,5232,190,NA,102824,18447,7
2022-08-05,4,0,0,0,51,34,18661,1110,5161,12958,154,4,0,5227,187,NA,102883,18451,2
2022-08-08,4,0,0,0,51,37,18670,1089,5164,12966,149,4,0,5228,187,NA,103086,18459,9
2022-08-09,2,0,0,0,51,37,18676,1039,5165,12998,123,2,0,5227,186,NA,103166,18466,6
2022-08-10,2,3,0,0,50,32,18681,1032,5167,13005,122,5,0,5226,186,NA,103229,18472,5
2022-08-11,4,1,1,0,54,35,18690,1019,5169,13005,122,5,1,5236,188,NA,103318,18478,9
2022-08-12,3,1,1,0,58,33,18700,1001,5169,13007,122,4,1,5237,191,NA,103387,18484,10
2022-08-15,10,4,2,0,57,34,18704,1017,5171,13017,119,14,2,5252,191,NA,103518,18488,4
2022-08-16,7,0,0,0,49,34,18707,990,5174,13021,123,7,0,5246,186,NA,103589,18497,3
2022-08-17,9,1,1,0,47,32,18713,1004,5173,13033,119,10,1,5251,187,NA,103675,18500,6
2022-08-18,3,0,0,0,47,32,18716,991,5175,13034,116,3,0,5252,186,NA,103765,18504,3
2022-08-19,1,1,0,0,45,32,18716,996,5175,13035,119,2,0,5253,186,NA,103841,18504,0
2022-08-22,3,1,1,0,44,33,18732,899,5180,13047,119,4,1,5254,186,NA,103942,18521,16
2022-08-23,2,0,1,0,45,33,18747,898,5185,13066,110,2,1,5257,189,NA,104076,18534,15
2022-08-24,3,2,1,0,44,32,18749,898,5185,13070,108,5,1,5260,186,NA,104136,18537,2
2022-08-25,3,0,1,0,45,31,18754,877,5187,13074,104,3,1,5261,188,NA,104215,18538,5
2022-08-26,1,3,0,1,44,32,18760,875,5189,13077,105,4,1,5271,189,NA,104272,18544,6
2022-08-29,4,2,0,0,42,30,18764,837,5192,13086,100,6,0,5248,187,NA,104368,18551,4
2022-08-30,3,1,0,0,34,27,18715,825,5191,13045,102,4,0,5147,108,NA,104304,18553,0
2022-08-31,5,1,1,0,35,26,18719,813,5191,13048,102,6,1,5154,108,NA,104337,18558,4
2022-09-01,4,0,0,1,32,23,18720,806,5191,13048,103,4,1,5175,109,NA,104394,18557,1
2022-09-02,2,2,0,0,32,23,18725,792,5191,13050,106,4,0,5173,110,NA,104413,18561,5
2022-09-05,4,0,0,0,29,21,18727,812,5191,13057,104,4,0,5178,108,NA,104544,18565,2
